N35729	news	newsus	Porsche launches into second story of New Jersey building, killing 2	The Porsche went airborne off a median in Toms River, causing it to crash into a red brick building.	https://assets.msn.com/labs/mind/BBWyjM9.html	[{"Label": "Porsche", "Type": "O", "WikidataId": "Q40993", "Confidence": 0.999, "OccurrenceOffsets": [0], "SurfaceForms": ["Porsche"]}, {"Label": "New Jersey", "Type": "G", "WikidataId": "Q1408", "Confidence": 0.992, "OccurrenceOffsets": [38], "SurfaceForms": ["New Jersey"]}]	[{"Label": "Porsche", "Type": "O", "WikidataId": "Q40993", "Confidence": 0.999, "OccurrenceOffsets": [0], "SurfaceForms": ["The Porsche"]}, {"Label": "Toms River", "Type": "L", "WikidataId": "Q7820393", "Confidence": 1.0, "OccurrenceOffsets": [42], "SurfaceForms": ["Toms River"]}]
N31739	news	newscrime	'Habitual stowaway' arrested again at O'Hare, Chicago police say	A woman arrested at O'Hare International Airport on Friday night was identified by Chicago police as "known habitual stowaway" Marilyn Hartman.	https://assets.msn.com/labs/mind/AAIGE9J.html	[{"Label": "O'Hare, Chicago", "Type": "G", "WikidataId": "Q3347404", "Confidence": 1.0, "OccurrenceOffsets": [38], "SurfaceForms": ["O'Hare, Chicago"]}]	[{"Label": "Chicago Police Department", "Type": "O", "WikidataId": "Q1340186", "Confidence": 1.0, "OccurrenceOffsets": [83], "SurfaceForms": ["Chicago police"]}, {"Label": "O'Hare International Airport", "Type": "F", "WikidataId": "Q213717", "Confidence": 1.0, "OccurrenceOffsets": [20], "SurfaceForms": ["O'Hare International Airport"]}]
N6072	news	newsus	Search resumes for worker missing in New Orleans Hard Rock Hotel building site collapse that killed 2	Rescuers resumed searching Sunday for a worker trapped in rubble after a deadly construction collapse in New Orleans, officials said, but the building's instability is making for a precarious situation.	https://assets.msn.com/labs/mind/AAIHMJH.html	[]	[{"Label": "New Orleans", "Type": "G", "WikidataId": "Q34404", "Confidence": 0.999, "OccurrenceOffsets": [105], "SurfaceForms": ["New Orleans"]}]
N63045	news	newscrime	Coroner IDs man found dead in Klondike neighborhood	A man who was found dead in the Klondike neighborhood has been identified. Louisville Metro police responded to the 3200 block of Pomeroy Drive for a call of a person down Friday. Officials said Kevin Hellems, 54, was found dead inside the home from some type of foul play. No other information has been released. The death comes as a surprise to the neighbors in the area, who say they aren't used to seeing police cars and detectives on this...	https://assets.msn.com/labs/mind/AAIIbeG.html	[{"Label": "Klondike, Louisville", "Type": "G", "WikidataId": "Q6421252", "Confidence": 0.992, "OccurrenceOffsets": [30], "SurfaceForms": ["Klondike"]}]	[{"Label": "Klondike, Louisville", "Type": "G", "WikidataId": "Q6421252", "Confidence": 0.992, "OccurrenceOffsets": [32], "SurfaceForms": ["Klondike"]}, {"Label": "Louisville Metro Police Department", "Type": "O", "WikidataId": "Q6689515", "Confidence": 1.0, "OccurrenceOffsets": [75], "SurfaceForms": ["Louisville Metro police"]}]
N23979	finance	markets	China already snapping up U.S. farm goods, Trump claims	President Donald Trump boasted Sunday without providing evidence that China had "already begun" making large purchases of U.S. agricultural products as part of last week's tariff deal with Beijing.	https://assets.msn.com/labs/mind/AAIJ392.html	[{"Label": "China", "Type": "G", "WikidataId": "Q148", "Confidence": 0.99, "OccurrenceOffsets": [0], "SurfaceForms": ["China"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 0.983, "OccurrenceOffsets": [43], "SurfaceForms": ["Trump"]}, {"Label": "United States", "Type": "G", "WikidataId": "Q30", "Confidence": 0.999, "OccurrenceOffsets": [26], "SurfaceForms": ["U.S."]}]	[{"Label": "China", "Type": "G", "WikidataId": "Q148", "Confidence": 0.99, "OccurrenceOffsets": [70], "SurfaceForms": ["China"]}, {"Label": "Agriculture", "Type": "C", "WikidataId": "Q11451", "Confidence": 1.0, "OccurrenceOffsets": [127], "SurfaceForms": ["agricultural products"]}, {"Label": "Donald Trump", "Type": "P", "WikidataId": "Q22686", "Confidence": 0.983, "OccurrenceOffsets": [0], "SurfaceForms": ["President Donald Trump"]}, {"Label": "United States", "Type": "G", "WikidataId": "Q30", "Confidence": 0.999, "OccurrenceOffsets": [122], "SurfaceForms": ["U.S."]}, {"Label": "Beijing", "Type": "G", "WikidataId": "Q956", "Confidence": 0.94, "OccurrenceOffsets": [189], "SurfaceForms": ["Beijing"]}]
N35656	travel	travelnews	Motorcyclist killed in crash on New Cut Road identified		https://assets.msn.com/labs/mind/AAIJ9gz.html	[]	[]
N43353	news	newscrime	Wedding shooter may have been avenging late stepfather's murder, authorities say	Brandon Castiglione, the groom's son, was previously charged with second-degree murder in the death of the suspect's stepfather.	https://assets.msn.com/labs/mind/AAIJbLx.html	[]	[]
N8129	news	newsworld	Elderly Japan woman rescued from Typhoon Hagibis dies after falling from helicopter; storm kills at least 33	An elderly woman was one of the more than 30 who have died in Japan from the devastating Typhoon Hagibis, officials said.	https://assets.msn.com/labs/mind/AAIJ683.html	[{"Label": "Japan", "Type": "G", "WikidataId": "Q5287", "Confidence": 0.981, "OccurrenceOffsets": [8], "SurfaceForms": ["Japan"]}, {"Label": "Typhoon Hagibis", "Type": "U", "WikidataId": "Q7861187", "Confidence": 0.995, "OccurrenceOffsets": [33], "SurfaceForms": ["Typhoon Hagibis"]}]	[{"Label": "Japan", "Type": "G", "WikidataId": "Q5287", "Confidence": 0.981, "OccurrenceOffsets": [62], "SurfaceForms": ["Japan"]}, {"Label": "Typhoon Hagibis", "Type": "U", "WikidataId": "Q7861187", "Confidence": 0.995, "OccurrenceOffsets": [89], "SurfaceForms": ["Typhoon Hagibis"]}]
N15695	sports	football_nfl	The 5 NFL teams that are most desperate for a win in Week 7	The Chiefs and Cowboys need some wins. But they aren't alone.	https://assets.msn.com/labs/mind/AAIVdJ1.html	[{"Label": "National Football League", "Type": "O", "WikidataId": "Q1215884", "Confidence": 1.0, "OccurrenceOffsets": [6], "SurfaceForms": ["NFL"]}]	[{"Label": "Kansas City Chiefs", "Type": "O", "WikidataId": "Q223522", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["The Chiefs"]}, {"Label": "Dallas Cowboys", "Type": "O", "WikidataId": "Q204862", "Confidence": 1.0, "OccurrenceOffsets": [15], "SurfaceForms": ["Cowboys"]}]
N17686	news	newscrime	Suspect in Henry County murder, kidnapping arraigned		https://assets.msn.com/labs/mind/AAILSkD.html	[{"Label": "Henry County, Kentucky", "Type": "G", "WikidataId": "Q500734", "Confidence": 0.987, "OccurrenceOffsets": [11], "SurfaceForms": ["Henry County"]}]	[]
N13008	finance	finance-companies	Harley-Davidson halts production of new electric motorcycles	Harley-Davidson has halted production and deliveries of its new LiveWire electric motorcycle after reportedly discovering a problem with its charging mechanism.	https://assets.msn.com/labs/mind/AAILMf0.html	[{"Label": "Harley-Davidson", "Type": "O", "WikidataId": "Q192814", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Harley-Davidson"]}]	[{"Label": "Harley-Davidson LiveWire", "Type": "V", "WikidataId": "Q18151385", "Confidence": 1.0, "OccurrenceOffsets": [64], "SurfaceForms": ["LiveWire"]}, {"Label": "Electric motorcycles and scooters", "Type": "C", "WikidataId": "Q1327077", "Confidence": 1.0, "OccurrenceOffsets": [73], "SurfaceForms": ["electric motorcycle"]}, {"Label": "Harley-Davidson", "Type": "O", "WikidataId": "Q192814", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Harley-Davidson"]}]
N21623	news	newsus	A 'one in a million' yellow cardinal, dubbed 'Sunny,' seen in Florida	Only three yellow cardinal sightings are reported a year, making the bird's appearance a rare "one in a million" finding, an Auburn professor said.	https://assets.msn.com/labs/mind/AAIM4Ua.html	[{"Label": "Florida", "Type": "G", "WikidataId": "Q812", "Confidence": 1.0, "OccurrenceOffsets": [62], "SurfaceForms": ["Florida"]}]	[]
N62330	news	newsworld	Violent protests erupt in Spain as Catalan leaders given lengthy prison sentences	Catalonia has been pushing to secede from Spain for decades.	https://assets.msn.com/labs/mind/AAIMay0.html	[{"Label": "Spain", "Type": "G", "WikidataId": "Q29", "Confidence": 0.997, "OccurrenceOffsets": [26], "SurfaceForms": ["Spain"]}]	[{"Label": "Catalonia", "Type": "G", "WikidataId": "Q5705", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["Catalonia"]}, {"Label": "Spain", "Type": "G", "WikidataId": "Q29", "Confidence": 0.997, "OccurrenceOffsets": [42], "SurfaceForms": ["Spain"]}]
N14340	news	newsworld	Security camera spots SOS from woman lost for three days in Australia	"There was a bit of euphoria that, wow there's our break," police said of the the SOS message.	https://assets.msn.com/labs/mind/AAIRvvh.html	[{"Label": "Australia", "Type": "G", "WikidataId": "Q408", "Confidence": 0.972, "OccurrenceOffsets": [], "SurfaceForms": []}]	[]
N48031	sports	basketball_nba	Ex-Maverick to pay for funeral of woman fatally shot in home by police		https://assets.msn.com/labs/mind/AAIWKrF.html	[]	[]
N62285	news	newsus	Former Florida cop won't serve jail time after accidentally killing woman, 73, in training exercise	A former Florida police officer who accidentally shot and killed a 73-year-old woman during a demonstration will not serve any jail time as part of a plea agreement.	https://assets.msn.com/labs/mind/AAIVYLY.html	[{"Label": "Florida", "Type": "G", "WikidataId": "Q812", "Confidence": 0.971, "OccurrenceOffsets": [7], "SurfaceForms": ["Florida"]}]	[{"Label": "Florida", "Type": "G", "WikidataId": "Q812", "Confidence": 0.971, "OccurrenceOffsets": [9], "SurfaceForms": ["Florida"]}]
N44383	news	newscrime	Florida police tell man to quit calling about stolen marijuana	A man in Florida repeatedly called 911 over the weekend to report that his roommate had stolen his weed, police said.	https://assets.msn.com/labs/mind/AAIPCkw.html	[{"Label": "Florida", "Type": "G", "WikidataId": "Q812", "Confidence": 0.916, "OccurrenceOffsets": [0], "SurfaceForms": ["Florida"]}]	[{"Label": "Florida", "Type": "G", "WikidataId": "Q812", "Confidence": 0.916, "OccurrenceOffsets": [9], "SurfaceForms": ["Florida"]}]
N23061	news	newscrime	Police arrest suspect in Bashford Manor double shooting	Police have identified the suspect in a double shooting that happened in Bashford Manor. On Thursday, officers arrested Matthew Martin on attempted murder and other drug-related charges. Police said Martin and one of the victims pulled out guns during an argument that happened at Martin's apartment on Goldsmith Lane Wednesday afternoon. Following the argument, both victims were shot in the back as they ran down the hallway and were transported...	https://assets.msn.com/labs/mind/AAIWlRF.html	[{"Label": "Bashford Manor, Louisville", "Type": "C", "WikidataId": "Q4866798", "Confidence": 0.98, "OccurrenceOffsets": [25], "SurfaceForms": ["Bashford Manor"]}]	[{"Label": "Bashford Manor, Louisville", "Type": "C", "WikidataId": "Q4866798", "Confidence": 0.98, "OccurrenceOffsets": [73], "SurfaceForms": ["Bashford Manor"]}]
N16290	news	newsus	Missouri man missing for a week found alive in car that crashed into ravine	Ryan Linneman, of Lee's Summit, was found by a dirt bike rider in wreckage along Interstate 470 in Kansas City, Lee's Summit police said.	https://assets.msn.com/labs/mind/AAIWxIv.html	[]	[{"Label": "Lee's Summit, Missouri", "Type": "G", "WikidataId": "Q959502", "Confidence": 1.0, "OccurrenceOffsets": [18, 112], "SurfaceForms": ["Lee's Summit", "Lee's Summit"]}, {"Label": "Interstate 470 (Kansas)", "Type": "S", "WikidataId": "Q966240", "Confidence": 1.0, "OccurrenceOffsets": [81], "SurfaceForms": ["Interstate 470 in Kansas"]}]
N6244	news	newscrime	Suspect Alfredo Vazquez pleads guilty in Clark County judges' shooting case		https://assets.msn.com/labs/mind/AAIXDmV.html	[{"Label": "Clark County, Indiana", "Type": "G", "WikidataId": "Q504441", "Confidence": 1.0, "OccurrenceOffsets": [41], "SurfaceForms": ["Clark County"]}]	[]
N45099	news	newscrime	Suspect in crossbow murder of his father arraigned		https://assets.msn.com/labs/mind/AAIZhN5.html	[]	[]
N58715	news	newsus	Officer placed on leave after threatening teen skaters at gunpoint	Witnesses said the confrontation began on Saturday night when the plain-clothes officer approached the teenagers and ordered them stop playing loud music.	https://assets.msn.com/labs/mind/AAIX0Dw.html	[]	[
N59049	news	newsworld	Three gunmen killed in Brazil airport raid, kidnapping: police	Heavily armed gunmen raided an airport in Brazil on Thursday, officials said, stealing money from an armored truck before fleeing and taking a mother and baby hostage. At least one assailant escaped to a nearby residential neighborhood, taking a mother and her baby hostage in their home, the police spokeswoman said.	https://assets.msn.com/labs/mind/AAIWzYY.html	[{"Label": "Brazil", "Type": "G", "WikidataId": "Q155", "Confidence": 0.995, "OccurrenceOffsets": [23], "SurfaceForms": ["Brazil"]}]	[{"Label": "Brazil", "Type": "G", "WikidataId": "Q155", "Confidence": 0.995, "OccurrenceOffsets": [42], "SurfaceForms": ["Brazil"]}]
N7023	lifestyle	lifestyle-news-feature	After being pushed close to extinction, this humpback whale population is making a comeback	A key population of humpback whales is in recovery after it was pushed close to extinction by centuries of exploitation, according to a new study.	https://assets.msn.com/labs/mind/AAIVdMM.html	[]	[]
N62612	news	newscrime	16-year-old injured in shooting near Churchill Downs		https://assets.msn.com/labs/mind/AAJcuGq.html	[{"Label": "Churchill Downs", "Type": "F", "WikidataId": "Q2748049", "Confidence": 1.0, "OccurrenceOffsets": [37], "SurfaceForms": ["Churchill Downs"]}]	[]
N2663	news	newsworld	16 sentenced to death for burning alive Bangladesh teen	Sixteen people were sentenced to death Thursday for burning alive a Bangladeshi teenager who refused to withdraw sexual assault charges against her head teacher.	https://assets.msn.com/labs/mind/AAJgEUG.html	[{"Label": "Bangladesh", "Type": "G", "WikidataId": "Q902", "Confidence": 1.0, "OccurrenceOffsets": [40], "SurfaceForms": ["Bangladesh"]}]	[]
N16617	news	newsus	Coast Guard searches for man who fell from cruise off Texas	The U.S. Coast Guard late Thursday said it was searching for a man who plunged into the Gulf of Mexico while the ship was about 47 miles off the coast of Galveston, Texas.	https://assets.msn.com/labs/mind/AAJk0oR.html	[{"Label": "United States Coast Guard", "Type": "O", "WikidataId": "Q11224", "Confidence": 0.995, "OccurrenceOffsets": [0], "SurfaceForms": ["Coast Guard"]}, {"Label": "Texas", "Type": "G", "WikidataId": "Q1439", "Confidence": 1.0, "OccurrenceOffsets": [54], "SurfaceForms": ["Texas"]}]	[{"Label": "United States Coast Guard", "Type": "O", "WikidataId": "Q11224", "Confidence": 0.995, "OccurrenceOffsets": [4], "SurfaceForms": ["U.S. Coast Guard"]}, {"Label": "Galveston, Texas", "Type": "G", "WikidataId": "Q135744", "Confidence": 1.0, "OccurrenceOffsets": [154], "SurfaceForms": ["Galveston"]}, {"Label": "Gulf of Mexico", "Type": "L", "WikidataId": "Q12630", "Confidence": 1.0, "OccurrenceOffsets": [88], "SurfaceForms": ["Gulf of Mexico"]}, {"Label": "Texas", "Type": "G", "WikidataId": "Q1439", "Confidence": 1.0, "OccurrenceOffsets": [165], "SurfaceForms": ["Texas"]}]
N6087	news	newsworld	U.S. bans all flights to Cuba outside Havana in latest crackdown	American Airlines and JetBlue, which fly routes to Cuba other than Havana, will have to submit to new regulations from the Transportation Department.	https://assets.msn.com/labs/mind/AAJmWjU.html	[{"Label": "Cuba", "Type": "G", "WikidataId": "Q241", "Confidence": 1.0, "OccurrenceOffsets": [25], "SurfaceForms": ["Cuba"]}, {"Label": "Havana", "Type": "G", "WikidataId": "Q1563", "Confidence": 1.0, "OccurrenceOffsets": [38], "SurfaceForms": ["Havana"]}]	[{"Label": "Cuba", "Type": "G", "WikidataId": "Q241", "Confidence": 1.0, "OccurrenceOffsets": [51], "SurfaceForms": ["Cuba"]}, {"Label": "Havana", "Type": "G", "WikidataId": "Q1563", "Confidence": 1.0, "OccurrenceOffsets": [67], "SurfaceForms": ["Havana"]}, {"Label": "JetBlue", "Type": "O", "WikidataId": "Q161086", "Confidence": 1.0, "OccurrenceOffsets": [22], "SurfaceForms": ["JetBlue"]}, {"Label": "American Airlines", "Type": "O", "WikidataId": "Q32396", "Confidence": 1.0, "OccurrenceOffsets": [0], "SurfaceForms": ["American Airlines"]}, {"Label": "United States Department of Transportation", "Type": "O", "WikidataId": "Q852211", "Confidence": 0.999, "OccurrenceOffsets": [123], "SurfaceForms": ["Transportation Department"]}]
N13231	news	newsus	Homeowner says a mystery object damaged his house. It didn't fall from a plane, FAA says	Authorities including the Federal Aviation Administration have not been able to identify a canister-type object that damaged a Kentucky man's home.	https://assets.msn.com/labs/mind/AAJmX05.html	[{"Label": "Federal Aviation Administration", "Type": "O", "WikidataId": "Q335357", "Confidence": 1.0, "OccurrenceOffsets": [80], "SurfaceForms": ["FAA"]}]	[{"Label": "Federal Aviation Administration", "Type": "O", "WikidataId": "Q335357", "Confidence": 1.0, "OccurrenceOffsets": [26], "SurfaceForms": ["Federal Aviation Administration"]}, {"Label": "Kentucky", "Type": "G", "WikidataId": "Q1603", "Confidence": 0.999, "OccurrenceOffsets": [127], "SurfaceForms": ["Kentucky"]}]
N63317	news	newscrime	Police: 4 charged with attempted murder month after shooting in SW Louisville	Four people are facing attempted murder charges for a shooting last month in southwest Louisville. According to arrest citations, a group arrived at an apartment in the 9600 block of Lamborne Boulevard on Sept. 27 and attempted to lure a male, unknown age, out of his apartment. When the victim agreed to come outside, police said Byron Kirby, 25, shot at the victim four times. The victim then ran into the woods. It's unclear if he was hit....	https://assets.msn.com/labs/mind/AAJl7MW.html	[]	[{"Label": "Louisville, Kentucky", "Type": "G", "WikidataId": "Q43668", "Confidence": 0.999, "OccurrenceOffsets": [87], "SurfaceForms": ["Louisville"]}]
N61388	movies	movies-celebrity	Judge: Brad Pitt, others can be sued over New Orleans homes	The Times-Picayune/ The New Orleans Advocate reports Pitt and other foundation directors asked the court to remove them from the lawsuit, saying they weren't personally responsible for the construction.	https://assets.msn.com/labs/mind/AAJjt04.html	[{"Label": "Brad Pitt", "Type": "P", "WikidataId": "Q35332", "Confidence": 1.0, "OccurrenceOffsets": [7], "SurfaceForms": ["Brad Pitt"]}, {"Label": "New Orleans", "Type": "G", "WikidataId": "Q34404", "Confidence": 0.998, "OccurrenceOffsets": [42], "SurfaceForms": ["New Orleans"]}]	[{"Label": "Brad Pitt", "Type": "P", "WikidataId": "Q35332", "Confidence": 1.0, "OccurrenceOffsets": [53], "SurfaceForms": ["Pitt"]}, {"Label": "The Times-Picayune/The New Orleans Advocate", "Type": "N", "WikidataId": "Q3115193", "Confidence": 1.0, "OccurrenceOffsets": [4, 20], "SurfaceForms": ["Times-Picayune", "The New Orleans Advocate"]}]
N59359	news	newscrime	Police Arrest Motorcyclist Who Led High-Speed Chase And Went Home Thinking He Escaped	A motorcyclist was arrested after leading California Highway Patrol units on a high-speed chase in Placerville on Saturday.	https://assets.msn.com/labs/mind/AAJpHqU.html	[]	[{"Label": "Placerville, California", "Type": "G", "WikidataId": "Q927485", "Confidence": 0.999, "OccurrenceOffsets": [99], "SurfaceForms": ["Placerville"]}, {"Label": "California Highway Patrol", "Type": "O", "WikidataId": "Q2249117", "Confidence": 1.0, "OccurrenceOffsets": [42], "SurfaceForms": ["California Highway Patrol"]}]
N51163	lifestyle	lifestylebuzz	He grew a 910-pound pumpkin and then used it as a boat	Instead of making a giant jack o'lantern or a massive pie that could feed the whole town, a farmer in Tennessee took his 910-pound pumpkin out for a spin in his pond.	https://assets.msn.com/labs/mind/AAJcBAE.html	[]	[{"Label": "Tennessee", "Type": "G", "WikidataId": "Q1509", "Confidence": 0.99, "OccurrenceOffsets": [102], "SurfaceForms": ["Tennessee"]}]
